"","pathway","N","DE","P.DE","FDR","mean_change_PH_vs_BH","dir","subset"
"657","GO:0001839 neural plate morphogenesis",8,7,0.0444485249262926,1,0.001672255272972,"hyper","Biological processes"
"658","GO:0022603 regulation of anatomical structure morphogenesis",603,339,0.044613244861564,1,-0.00445246572232634,"hypo","Biological processes"
"659","GO:0030031 cell projection assembly",214,124,0.0446133441268362,1,-0.00325123543196673,"hypo","Biological processes"
"660","GO:0046332 SMAD binding",63,41,0.0446442474464119,1,-0.000445988155896154,"hypo","Molecular function"
"661","GO:0006198 cAMP catabolic process",14,12,0.0446633771515336,1,-0.00603409168053116,"hypo","Biological processes"
"662","GO:0001933 negative regulation of protein phosphorylation",198,114,0.0447709452192061,1,-0.00351374308186724,"hypo","Biological processes"
"663","GO:0071495 cellular response to endogenous stimulus",723,391,0.0447929096966,1,-0.00175591596400964,"hypo","Biological processes"
"664","GO:0097190 apoptotic signaling pathway",204,115,0.0450469171548674,1,0.00075189830735026,"hyper","Biological processes"
"665","GO:1900117 regulation of execution phase of apoptosis",204,115,0.0450469171548674,1,0.00075189830735026,"hyper","Biological processes"
"666","GO:0006367 transcription initiation from RNA polymerase II promoter",195,111,0.045053233335873,1,-0.0033638680109436,"hypo","Biological processes"
"667","GO:0031329 regulation of cellular catabolic process",445,248,0.0451875405444451,1,-0.00139693714535481,"hypo","Biological processes"
"668","GO:0022406 membrane docking",36,24,0.0452504741878832,1,0.000701764556283923,"hyper","Biological processes"
"669","GO:0090030 regulation of steroid hormone biosynthetic process",11,9,0.0452507471364594,1,-0.011208916649059,"hypo","Biological processes"
"670","GO:0044420 extracellular matrix part",178,105,0.0453277977462197,1,-0.000538696513771265,"hypo","Cellular components"
"671","GO:0007589 body fluid secretion",72,43,0.0454957950206837,1,-0.000111801448108568,"hypo","Biological processes"
"672","GO:0032070 regulation of deoxyribonuclease activity",4,4,0.0456205529074104,1,-0.0108207392911453,"hypo","Biological processes"
"673","GO:0005096 GTPase activator activity",238,140,0.0456992542332718,1,0.000697388384993793,"hyper","Molecular function"
"674","GO:0048332 mesoderm morphogenesis",63,40,0.0459034121457006,1,-0.00328453537119668,"hypo","Biological processes"
"675","GO:0006325 chromatin organization",526,276,0.0459224508133394,1,-0.00105589275256492,"hypo","Biological processes"
"676","GO:0042487 regulation of odontogenesis of dentin-containing tooth",11,9,0.04597960540549,1,-0.000128407111534038,"hypo","Biological processes"
"677","GO:0051571 positive regulation of histone H3-K4 methylation",10,8,0.0459868047579035,1,-0.0130289245640518,"hypo","Biological processes"
"678","GO:0051412 response to corticosterone stimulus",17,12,0.0460514040478765,1,-0.0187488986983175,"hypo","Biological processes"
"679","GO:0060350 endochondral bone morphogenesis",43,30,0.0461132855668613,1,0.00236367301622357,"hyper","Biological processes"
"680","GO:0033205 cell cycle cytokinesis",35,24,0.0462488886364366,1,-0.00385024637587833,"hypo","Biological processes"
"681","GO:0016504 peptidase activator activity",36,24,0.0463431745799807,1,-0.00274265247041057,"hypo","Molecular function"
"682","GO:0019538 protein metabolic process",3859,1918,0.0464299510840515,1,-0.00082766721661438,"hypo","Biological processes"
"683","GO:0031401 positive regulation of protein modification process",735,392,0.0466104570736229,1,-0.00143700986832661,"hypo","Biological processes"
"684","GO:0009164 nucleoside catabolic process",434,237,0.0466265503164751,1,-0.00171219937079634,"hypo","Biological processes"
"685","GO:0044428 nuclear part",2482,1249,0.0466521463869746,1,-0.00137809783322691,"hypo","Cellular components"
"686","GO:0019911 structural constituent of myelin sheath",5,5,0.0466588115554096,1,0.0176715110769176,"hyper","Molecular function"
"687","GO:0019212 phosphatase inhibitor activity",38,25,0.0466858050842375,1,-1.50881179134805e-05,"hypo","Molecular function"
"688","GO:0009265 2'-deoxyribonucleotide biosynthetic process",8,7,0.0466945712119349,1,-0.00245606913482804,"hypo","Biological processes"
"689","GO:0046385 deoxyribose phosphate biosynthetic process",8,7,0.0466945712119349,1,-0.00245606913482804,"hypo","Biological processes"
"690","GO:0034614 cellular response to reactive oxygen species",80,46,0.0468161834998269,1,-0.00233848623947078,"hypo","Biological processes"
"691","GO:0045879 negative regulation of smoothened signaling pathway",20,15,0.0468741809799495,1,-0.00363080403084764,"hypo","Biological processes"
"692","GO:0042578 phosphoric ester hydrolase activity",345,190,0.0471255627892523,1,-0.0012527405116031,"hypo","Molecular function"
"693","GO:0002009 morphogenesis of an epithelium",378,217,0.0473538922592076,1,-0.00701602830708328,"hypo","Biological processes"
"694","GO:0016591 DNA-directed RNA polymerase II, holoenzyme",87,49,0.0473677976728274,1,-0.00343992034707182,"hypo","Cellular components"
"695","GO:0060429 epithelium development",600,324,0.0474030165416764,1,-0.00675470664028014,"hypo","Biological processes"
"696","GO:0000087 M phase of mitotic cell cycle",372,197,0.0474113728576416,1,0.000885119594041439,"hyper","Biological processes"
"697","GO:0032102 negative regulation of response to external stimulus",124,70,0.0475029319021198,1,-0.00366338739021013,"hypo","Biological processes"
"698","GO:0030835 negative regulation of actin filament depolymerization",28,20,0.0475216131931405,1,0.00340774843486635,"hyper","Biological processes"
"699","GO:0007094 mitotic cell cycle spindle assembly checkpoint",34,22,0.0475232305468548,1,-0.00181445813447336,"hypo","Biological processes"
"700","GO:0070271 protein complex biogenesis",785,410,0.0476144609011906,1,-0.00124364573112377,"hypo","Biological processes"
"701","GO:0044430 cytoskeletal part",1274,651,0.0479356921137132,1,-0.00187738210226343,"hypo","Cellular components"
"702","GO:0032420 stereocilium",23,17,0.0481183595385246,1,-0.00545522687564013,"hypo","Cellular components"
"703","GO:0051403 stress-activated MAPK cascade",212,123,0.0482022414567981,1,-9.11169916391026e-05,"hypo","Biological processes"
"704","GO:0071372 cellular response to follicle-stimulating hormone stimulus",8,7,0.0482389720583816,1,-0.0133283331286589,"hypo","Biological processes"
"705","GO:0043170 macromolecule metabolic process",7232,3508,0.0483085434648195,1,-0.00126687202169416,"hypo","Biological processes"
"706","GO:0010563 negative regulation of phosphorus metabolic process",255,144,0.0483837149757768,1,-0.00363460044674225,"hypo","Biological processes"
"707","GO:0045936 negative regulation of phosphate metabolic process",255,144,0.0483837149757768,1,-0.00363460044674225,"hypo","Biological processes"
"708","GO:0006461 protein complex assembly",783,409,0.0484013426423176,1,-0.00117927580402866,"hypo","Biological processes"
"709","GO:0006725 cellular aromatic compound metabolic process",5304,2583,0.0484972561259915,1,-0.00192212513490012,"hypo","Biological processes"
"710","GO:0016324 apical plasma membrane",211,119,0.0485433011995882,1,0.00149538484845125,"hyper","Cellular components"
"711","GO:0016758 transferase activity, transferring hexosyl groups",187,97,0.0486721997662923,1,0.000774208535141806,"hyper","Molecular function"
"712","GO:0044238 primary metabolic process",8650,4185,0.048734943681543,1,-0.00132491585432575,"hypo","Biological processes"
"713","GO:0043549 regulation of kinase activity",639,345,0.048822870370061,1,-0.00145700477639514,"hypo","Biological processes"
"714","GO:2001251 negative regulation of chromosome organization",38,25,0.0489560618898292,1,-0.000556754411051767,"hypo","Biological processes"
"715","GO:0072011 glomerular endothelium development",4,4,0.0489701491292298,1,-0.00733101083228043,"hypo","Biological processes"
"716","GO:0001992 regulation of systemic arterial blood pressure by vasopressin",3,3,0.0489779762332166,1,-0.0460331359369275,"hypo","Biological processes"
"717","GO:0009166 nucleotide catabolic process",480,262,0.0491719089929797,1,-0.00204174881591708,"hypo","Biological processes"
"718","GO:0030832 regulation of actin filament length",101,60,0.0491950391191666,1,0.00139711161220198,"hyper","Biological processes"
"719","GO:0034502 protein localization to chromosome",25,16,0.0492898730792891,1,-0.00152173530383324,"hypo","Biological processes"
"720","GO:0003824 catalytic activity",5229,2574,0.049292403718852,1,-0.000350430506099905,"hypo","Molecular function"
"721","GO:0033993 response to lipid",538,279,0.0493628461847204,1,-0.00463068109097811,"hypo","Biological processes"
"722","GO:0048814 regulation of dendrite morphogenesis",40,28,0.0493737739472465,1,-0.00819274477342079,"hypo","Biological processes"
"723","GO:0008353 RNA polymerase II carboxy-terminal domain kinase activity",15,11,0.0493859106651565,1,-0.00358189282206618,"hypo","Molecular function"
"724","GO:0060606 tube closure",74,48,0.0495290735471025,1,-0.00259376874699163,"hypo","Biological processes"
"725","GO:0016469 proton-transporting two-sector ATPase complex",48,27,0.0495495026159912,1,0.00228300885972457,"hyper","Cellular components"
"726","GO:0019207 kinase regulator activity",133,77,0.0496316154182298,1,-0.00622589433100347,"hypo","Molecular function"
"727","GO:0005680 anaphase-promoting complex",21,14,0.049679394050327,1,0.00309546495934404,"hyper","Cellular components"
"728","GO:0014070 response to organic cyclic compound",516,270,0.0497795867556122,1,-0.00370213969538321,"hypo","Biological processes"
"729","GO:0071868 cellular response to monoamine stimulus",10,8,0.0498378945532293,1,-0.00584590402717737,"hypo","Biological processes"
"730","GO:0071870 cellular response to catecholamine stimulus",10,8,0.0498378945532293,1,-0.00584590402717737,"hypo","Biological processes"
"731","GO:0033127 regulation of histone phosphorylation",7,6,0.0498876243475118,1,-0.00576781250366821,"hypo","Biological processes"
"732","GO:0005152 interleukin-1 receptor antagonist activity",6,5,0.0499693215296235,1,0.00409934862991048,"hyper","Molecular function"
